Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2404442,"PITUI, sample 1589 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404442/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404443,"PITUI, sample 1590 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404443/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404444,"PITUI, sample 1591 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404444/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404445,"CONTR, WM, sample 1592 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404445/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404446,"CONTR, WM, sample 1593 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404446/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404447,"CONTR, WM, sample 1594 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404447/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404448,"PXA, sample 1595 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404448/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404449,"SCHW, sample 1596 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404449/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404450,"EPN, SPINE, sample 1597 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404450/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404451,"CONTR, PINEAL, sample 1598 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404451/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404452,"CONTR, ADENOPIT, sample 1599 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404452/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404453,"CONTR, ADENOPIT, sample 1600 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404453/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404454,"CONTR, ADENOPIT, sample 1601 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404454/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404455,"PLASMA, sample 1602 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404455/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404456,"PIN T, PPT, sample 1603 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404456/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404457,"DMG, K27, sample 1604 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404457/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404458,"PIN T, PPT, sample 1605 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404458/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404459,"PIN T,  PB B, sample 1606 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404459/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404460,"PIN T,  PB B, sample 1607 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404460/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404461,"EPN, PF A, sample 1608 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404461/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404462,"EPN, PF B, sample 1609 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404462/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404463,"EPN, SPINE, sample 1610 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404463/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404464,"EPN, PF A, sample 1611 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404464/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404465,"MNG, sample 1612 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404465/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404466,"MNG, sample 1613 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404466/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404467,"MNG, sample 1614 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404467/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404468,"MNG, sample 1615 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404468/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404469,"MNG, sample 1616 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404469/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404470,"MNG, sample 1617 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404470/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404471,"MNG, sample 1618 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404471/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404472,"SCHW, sample 1619 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404472/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404473,"SCHW, sample 1620 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404473/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404474,"SCHW, sample 1621 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404474/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404475,"SCHW, sample 1622 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404475/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404476,"LGG, PA/GG ST, sample 1623 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404476/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404477,"LGG, GG, sample 1624 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404477/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404478,"PITAD, PRL, sample 1625 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404478/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404479,"A IDH, sample 1626 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404479/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404480,"GBM, G34, sample 1627 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404480/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404481,"DMG, K27, sample 1628 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404481/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404482,"LGG, DNT, sample 1629 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404482/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404483,"ATRT, TYR, sample 1630 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404483/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404484,"PLEX, PED A , sample 1631 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404484/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404485,"CONTR, REACT, sample 1632 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404485/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404486,"GBM, MYCN, sample 1633 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404486/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404487,"GBM, MYCN, sample 1634 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404487/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404488,"GBM, G34, sample 1635 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404488/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404489,"GBM, G34, sample 1636 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404489/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404490,"HGNET, BCOR, sample 1637 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404490/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404491,"GBM, G34, sample 1638 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404491/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404492,"PXA, sample 1639 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404492/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404493,"GBM, MYCN, sample 1640 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404493/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404494,"DMG, K27, sample 1641 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404494/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404495,"DMG, K27, sample 1642 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404495/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404496,"DMG, K27, sample 1643 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404496/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404497,"DMG, K27, sample 1644 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404497/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404498,"PXA, sample 1645 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404498/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404499,"GBM, RTK III, sample 1646 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404499/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404500,"GBM, G34, sample 1647 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404500/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404501,"DMG, K27, sample 1648 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404501/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404502,"DMG, K27, sample 1649 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404502/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404503,"PXA, sample 1650 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404503/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404504,"PXA, sample 1651 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404504/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404505,"DMG, K27, sample 1652 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404505/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404506,"DMG, K27, sample 1653 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404506/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404507,"DMG, K27, sample 1654 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404507/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404508,"DMG, K27, sample 1655 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404508/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404509,"DMG, K27, sample 1656 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404509/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404510,"ENB, A, sample 1657 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404510/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404511,"ENB, A, sample 1658 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404511/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404512,"HGNET, MN1, sample 1659 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404512/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404513,"PLEX, AD, sample 1660 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404513/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404514,"LGG, DNT, sample 1661 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404514/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404515,"LGG, DNT, sample 1662 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404515/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404516,"LGG, DNT, sample 1663 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404516/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404517,"O IDH, sample 1664 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404517/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404518,"GBM, G34, sample 1665 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404518/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404519,"ATRT, SHH, sample 1666 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404519/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404520,"MB, SHH INF, sample 1667 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404520/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404521,"LGG, MYB, sample 1668 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404521/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404522,"PTPR, B, sample 1669 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404522/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404523,"LGG, DNT, sample 1670 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404523/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404524,"EPN, PF A, sample 1671 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404524/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404525,"LGG, DNT, sample 1672 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404525/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404526,"MB, G4, sample 1673 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404526/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404527,"GBM, RTK II, sample 1674 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404527/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404528,"GBM, RTK II, sample 1675 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404528/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404529,"ANA PA, sample 1676 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404529/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404530,"PIN T,  PB B, sample 1677 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404530/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404531,"LGG, DNT, sample 1678 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404531/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404532,"CONTR, PINEAL, sample 1679 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404532/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404533,"EPN, MPE, sample 1680 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404533/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404534,"DMG, K27, sample 1681 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404534/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404535,"A IDH, sample 1682 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404535/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404536,"PXA, sample 1683 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404536/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404537,"CHORDM, sample 1684 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404537/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404538,"CHORDM, sample 1685 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404538/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404539,"GBM, RTK II, sample 1686 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404539/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404540,"EPN, PF B, sample 1687 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404540/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404541,"MELCYT, sample 1688 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404541/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404542,"MELCYT, sample 1689 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404542/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404543,"SCHW, MEL, sample 1690 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404543/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404544,"MELCYT, sample 1691 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404544/suppl",,"Martin Sill","Jan 14, 2018"
